"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Austria","AUT","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","23.0821567642265","22.9647944575864","22.8138292679916","22.6571881561541","22.496148495785","22.340060479537","22.1735641279388","21.9981895074392","21.8740370550326","21.7884829503343","21.7024017133323","21.5804530962143","21.3349697337067","21.0983355775651","20.9444011202471","20.882336137565","20.801847855899","20.6774720780928","20.578223174019","20.4977995012865","20.3827227819626","20.234121798827","20.2308116829105","20.2747321774525","20.2872497465428","20.2889364618701","20.2872627709552","20.2856499351912","20.2681707303729","20.1882206692323","20.0460545595447","19.8581772458182","19.6539114001043","19.5054589556586","19.4434482955017","19.4266229741838","19.4133396121657","19.4042299732142","19.3958496332296","19.3710239975256","19.3373804821679","19.3089209756471","19.4811108250143","19.6557795351874","19.8059928296324","19.9444470710317","20.0372225617245","20.1425064013722","20.3163469645362","20.5014956271021","20.693117300085","20.8663547770085","21.0163925441913","21.1385898031126","21.22102098251","21.2315851795834","21.2509162531986","21.3519966772628","21.4981334244893","21.5762481008648","",
"Austria","AUT","Population in urban agglomerations of more than 1 million","EN.URB.MCTY","1626724","1627354","1626595","1625837","1625077","1624321","1623563","1622806","1622048","1621293","1620537","1618638","1609553","1600544","1591573","1582652","1573769","1564960","1556188","1547466","1538780","1531462","1532310","1533157","1534007","1534855","1535704","1536554","1537405","1538255","1539106","1539980","1541006","1542030","1543055","1544082","1545111","1546137","1547166","1548195","1549227","1552880","1574455","1596329","1618539","1640995","1656806","1670919","1690624","1710506","1730649","1751030","1771680","1792515","1813624","1834982","1856622","1878456","1900547","1915338","",
"Austria","AUT","Population in the largest city (% of urban population)","EN.URB.LCTY.UR.ZS","35.6646445964377","35.4318413103315","35.1723289403465","34.9039315728481","34.6297013718679","34.3635058912035","34.0811942712229","33.7861946388245","33.5702497743078","33.4138197748097","33.256308242102","33.0476592981876","32.666733371313","32.2994692982863","32.0588986505867","31.9590091619143","31.8309572573302","31.6357921744189","31.479134242288","31.3513064513188","31.1705306229933","30.9560617171854","31.0765165243121","31.2707940703755","31.419001814265","31.5510999320816","31.6805326656034","31.8111447096396","31.9183810578083","31.9277290984838","31.8393520527831","31.6772889812616","31.4880765682421","31.3875148919869","31.4262956418597","31.5387756210858","31.6590680117013","31.7867613907717","31.9178682719474","32.0229833180857","32.1149609328682","32.2169728725819","32.6562947559067","33.104470152496","33.5160780113735","33.9116306915039","34.2329364368494","34.5800053724743","35.0487329273051","35.5416598530673","36.0513570433141","36.5339303847556","36.776020360823","36.8679209813428","36.889441147414","36.7869427725879","36.6996193690096","36.7542201329014","36.8769086796647","36.8611752887029","",
"Austria","AUT","Population in largest city","EN.URB.LCTY","1626724","1627354","1626595","1625837","1625077","1624321","1623563","1622806","1622048","1621293","1620537","1618638","1609553","1600544","1591573","1582652","1573769","1564960","1556188","1547466","1538780","1531462","1532310","1533157","1534007","1534855","1535704","1536554","1537405","1538255","1539106","1539980","1541006","1542030","1543055","1544082","1545111","1546137","1547166","1548195","1549227","1552880","1574455","1596329","1618539","1640995","1656806","1670919","1690624","1710506","1730649","1751030","1771680","1792515","1813624","1834982","1856622","1878456","1900547","1915338","",
"Austria","AUT","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Urban population living in areas where elevation is below 5 meters (% of total population)","EN.POP.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Population density (people per sq. km of land area)","EN.POP.DNST","","85.8113223540809","86.3388713974328","86.8952651973844","87.4763986437394","88.0466093485105","88.6663356744975","89.331533058852","89.7965972390409","90.1072293533543","90.4224509566481","90.8268588035844","91.3562727052555","91.8638290142892","92.0203196899976","91.7764955194963","91.6144950351175","91.6496730443207","91.5755025429886","91.4195325744732","91.4196294502301","91.6530636958101","91.7188181157665","91.5707193024946","91.5649551949625","91.6079559215306","91.6661903608622","91.7242189392105","91.8541656575442","92.2689149915234","92.9746912085251","93.9076168563817","94.9468273189634","95.7330225236135","96.1021797045289","96.2494308549285","96.3794744490191","96.4887503027367","96.5946839428433","96.7828045531606","97.0158149673044","97.3879026398644","97.8682126422863","98.3461249697263","98.9581738919835","99.6346451925406","100.128856866069","100.456380634067","100.771343457095","101.035663251714","101.28742536726","101.641731568174","102.114870266734","102.747125322606","103.563321740606","104.734597673291","105.873339796413","106.61131846825","107.131858943286","","",
"Austria","AUT","PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)","EN.ATM.PM25.MC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.65557001905","","","","","99.2324566196394","","","","","98.6784258759277","","","","","99.1482984298898","","","","","98.4515418523421","99.2571707780935","97.4101430930591","95.7683551530782","93.7856719726694","91.4744653522326","85.0159346896433","85.0515376653505","","","",
"Austria","AUT","PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","EN.ATM.PM25.MC.M3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8666882522145","","","","","15.7061258069427","","","","","15.3553628184252","","","","","15.592062647125","","","","","15.1491399543527","15.5733709260358","14.282332052066","14.0816134772545","13.3792279402368","13.5410951655305","12.5968160524095","12.4779667308248","","","",
"Austria","AUT","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8986892700195","99.9480056762695","99.9824676513672","99.997200012207","100","100","100","100","99.9996032714844","99.9938659667969","99.9709625244141","99.9254608154297","99.8642807006836","99.811767578125","99.7770462036133","99.7654571533203","99.7746963500977","99.8005142211914","99.8386764526367","99.8849487304688","99.9330368041992","99.9709091186523","99.9921569824219","99.9990539550781","100","100","100","100","100","","",
"Austria","AUT","Urban land area (sq. km)","AG.LND.TOTL.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Urban land area where elevation is below 5 meters (% of total land area)","AG.LND.EL5M.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Urban land area where elevation is below 5 meters (sq. km)","AG.LND.EL5M.UR.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","52.663","52.364","52.064","51.764","51.464","51.164","50.864","50.564","50.263","49.963","50.008","50.462","50.917","51.371","51.698","51.897","52.096","52.294","52.492","52.655","52.777","52.897","53.018","53.139","53.299","53.498","53.697","53.895","54.094","54.057","53.749","53.441","53.132","52.824","52.515","52.206","51.896","51.588","51.278","51.185","51.386","51.587","51.787","51.988","52.189","52.389","52.589","52.79","52.99","53.19","53.406","53.637","53.883","54.145","54.422","54.714","55.021","55.343","55.68","56.031","",
"Azerbaijan","AZE","Urban population","SP.URB.TOTL","2051433","2110438","2171811","2233682","2293589","2349762","2401555","2449253","2493161","2534087","2590426","2666680","2742014","2816714","2884269","2944705","3005273","3066066","3127434","3187544","3246172","3305700","3366406","3428565","3495125","3566416","3639918","3715246","3792004","3852578","3847891","3885695","3922204","3959159","3989565","4012031","4028686","4043596","4057628","4085971","4135854","4184325","4232008","4280744","4335079","4396406","4461940","4530068","4643726","4759039","4835557","4920166","5008847","5098727","5189181","5279540","5368846","5453517","5534464","5616706","",
"Azerbaijan","AZE","Urban population growth (annual %)","SP.URB.GROW","","2.83569355471989","2.86658728269348","2.80899632354885","2.64664946751336","2.41962068099387","2.18023977816811","1.96666358934355","1.77683031758638","1.62820310973429","2.19889265709506","2.901191204845","2.78584338900793","2.6878270404197","2.37005310111454","2.07371540022877","2.0359770139443","2.00268941903404","1.98175533820302","1.90378542920908","1.82257416710135","1.81717951978505","1.81974552592984","1.82960998518723","1.92273341344462","2.01920295308171","2.03999839662367","2.04837400900239","2.04497452321412","1.5847895355756","-0.121732860136207","0.977665500009378","0.935187970086095","0.937788827463162","0.765057342747041","0.561539448738864","0.414267131128686","0.369412687908159","0.346417134807344","0.696083253664727","1.21344378120309","1.16515638336764","1.13311843032047","1.14502413490342","1.26130075641327","1.40475551381099","1.47962600704689","1.51533013846802","2.47801108138936","2.45286958706445","1.59505668203145","1.73459458477812","1.78634791175657","1.7785151839915","1.75849805273914","1.72630914534638","1.6774015137061","1.56477337981076","1.47340015238086","1.47506479033467","",
"Azerbaijan","AZE","Mortality caused by road traffic injury (per 100,000 people)","SH.STA.TRAF.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","8.7","","","","",
"Azerbaijan","AZE","Pump price for gasoline (US$ per liter)","EP.PMP.SGAS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.46","","0.39","","0.37","","0.41","","0.46","","0.74","","0.75","","0.76","","1.21","","0.56","","","","",
"Azerbaijan","AZE","Pump price for diesel fuel (US$ per liter)","EP.PMP.DESL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.22","","0.2","","0.16","","0.18","","0.41","","0.56","","0.56","","0.57","","0.77","","0.35","","","","",
"Azerbaijan","AZE","Population in urban agglomerations of more than 1 million (% of total population)","EN.URB.MCTY.TL.ZS","25.8073053914659","25.5420534637183","25.2712381809002","25.0168766759356","24.8052869766264","24.6489304880951","24.5522260507891","24.5073358729016","24.5084705715378","24.5440638242625","24.6002382614903","24.6729936866677","24.7737947060339","24.8953599453738","25.0344860220481","25.1859623311614","25.3483397793029","25.5177949259884","25.6941972247049","25.7295775764664","25.5951119972205","25.4608905873509","25.3274206861491","25.1920430485167","25.0526223008149","24.9071806916038","24.7574286462857","24.6057402862324","24.4562824080421","24.2336584545189","24.2136052521302","23.9282492091872","23.6551882958548","23.3840693795864","23.1548900881927","22.9738841899805","22.8267551204431","22.6905878225369","22.5588525211677","22.4726566659359","22.4383992247099","22.4142543643357","22.3967474103488","22.3766896199949","22.330524288208","22.251362929509","22.2082255393627","22.2107023411371","22.1948330556633","22.3816543263662","22.7718952651615","22.9439898171629","22.9100633147242","22.8835248828132","22.8677287309313","22.8649811422355","22.8793709081503","22.9243295613075","22.9957913517323","23.0775677275728","",
